fire_name,fire_year,fire_size_acres,closest_distance_miles,perimeter_points_count,closest_point
PB MORA - C-70 (1),2013,1172.9675475063473,520.1333805320959,264,"(31.3981122666142, -92.94285515781041)"
COMPT. 722 RX - PLEASANT GAP FY 16 (1),2013,1172.3184533614256,307.25711917657617,721,"(34.90164321270184, -84.71314621131712)"
COOK BR RX - COOK BR (1),2013,1136.6227376754036,338.0798354074537,1462,"(35.34161436441412, -83.6707182903628)"
COMPARTMENT 212 - C212 (FY09,2013,1114.4282617472215,271.54096600123444,818,"(34.051763678636775, -82.34105270983923)"
No Fire Name Provided (2),2013,1578.1142245229826,278.47478162698366,327,"(33.997806610720296, -81.95055231122123)"
UNNAMED (1),2013,1378.2310427438817,321.48179625918425,249,"(34.33323133465038, -87.31705981814692)"
No Fire Name Provided (1),2013,1029.9904667450505,102.58628998467111,723,"(30.373040354796032, -82.5346015951567)"
EASTSIDE_F 2013 LOWER BROCK KV - LANDSCAPE BURN (1),2013,2791.463868338471,600.8164841705293,920,"(35.44294095382557, -92.74392462266283)"
COMP 19 (1),2013,2204.3152911594902,409.29456778354046,565,"(34.77901777080263, -89.0709886998494)"
C-75,2013,978.0602113333356,317.79669533406144,368,"(33.2125574712151, -79.9134286568913)"
RYMER CAMP - RYMER CAMP-L-1 (1),2013,976.1092659911906,319.9802793972981,1346,"(35.10048564741664, -84.44559135648132)"
RX- CPT.62 THOMAS (1),2013,1134.2663970641438,98.47086403570582,164,"(30.316832534771706, -82.60936703683463)"
UNNAMED (1),2013,928.1656854411535,619.4317285573214,268,"(35.73824761079911, -92.90337226751984)"
DESOTO 13210 (1),2013,925.3855266126138,294.500315467357,534,"(31.016781925429754, -89.15745732814298)"
RX- CPT.21 SMITH STILL (1),2013,912.3730623512697,99.4559874331399,313,"(30.357379706014342, -82.58844930746653)"
GOLD MINE BRANCH (1),2013,1055.1833116148387,419.6682078156107,396,"(35.41246579736527, -80.04400982088892)"
BARNEY (1),2013,895.2982937652716,633.9136780312058,86,"(37.591156569891766, -91.23790474923268)"
CAMP LIVINGSTON BURN UNIT - COMPARTMENT 103 (1),2013,891.8524852465998,484.22649082325984,79,"(31.411228191259166, -92.33120242345609)"
RX-BURN EPERIMENTAL FOREST (1),2013,2798.2722093440525,109.99579990779532,22,"(30.181420749628487, -82.43757672459603)"
SOUTH CORNEY PRESCRIBED BURN (1),2013,887.811448183388,527.7001541188652,81,"(32.90155913608048, -92.74281762331434)"
HEATH RX BURN (1),2013,885.8043172175002,447.551239699605,100,"(36.95271460069697, -84.38547362302775)"
MARE RUN (1),2013,876.9523092023909,577.4833511955794,191,"(37.98765645899589, -79.8139535234011)"
COMP 68 (1),2013,869.4957892340628,412.91688316037454,236,"(34.59011341388834, -89.3777306347389)"
COLLIER CREEK (1),2013,1551.2621324463075,316.25914576095073,175,"(34.25742369576347, -87.28845525290029)"
CROSSROADS RX - CROSSROADS BLOCK D RX (1),2013,2515.363078599635,502.21783168498035,817,"(37.01433470701819, -88.06630862919538)"
COMPARTMENT 2 - COMP 2 (1),2013,1376.9114369252109,157.8785239389615,198,"(32.41612894480585, -85.64234374018386)"
RX-CPT.68 PUMP STATION (1),2013,1027.2936814110847,103.77283968293983,40,"(30.278238138779773, -82.52532459254331)"
COMPARTMENT 216 - CHEAHA SHELTER (1),2013,1824.8339620848863,225.7104694228448,1067,"(33.44069066732579, -85.84423072503762)"
HICKORY GROVE (1),2013,833.6688147481717,314.12685072760314,137,"(34.27575516618884, -87.19053142612505)"
CAPPS BRANCH (1),2013,832.8099302174872,385.56835414214186,752,"(35.95185601095409, -82.97791278092544)"
LONGLEAF TRACT - PB C-82 (1),2013,815.4160438912119,499.7558443940673,98,"(31.038770572678875, -92.6247760881374)"
HOMOCHITTO BURN BLOCK 37 (1),2013,799.4358490236357,414.5572440777742,495,"(31.27859845158835, -91.16260718549034)"
BROADDUS - BULLET CREEK RX BLKS ED (1),2013,796.6601267502831,598.6591179078326,94,"(31.287089529289677, -94.28259285625181)"
BENTON COUNTY - COMP 49 (1),2013,1459.1989330155939,405.1871909813696,271,"(34.68007213036575, -89.08856102103098)"
C-139 RX2013 (1),2013,752.4697654859294,333.3301467522975,202,"(33.2354997235956, -79.60644029516253)"
RXBURNC003 (1),2013,739.8126454727651,524.1414478372485,284,"(35.0466290921102, -77.06377566256889)"
COMPT. 239 (1),2013,1299.2189759177695,265.3102974065056,934,"(33.96603641394301, -82.37709271575719)"
Middle District RX - 14 Cash Bend (4),2013,715.2030426133199,623.536558200809,5,"(35.96260953509061, -92.80415400835862)"
COMPARTMENT 33 - COMP 33 B (1),2013,708.3639556103647,144.4811543330259,166,"(31.087205559784703, -86.56784944798335)"
GORUM - C-50 (1),2013,695.1279835973118,522.3164729059987,137,"(31.435303053394414, -92.9761468796539)"
COMPT 121 RX - COMPT 121 2013 (1),2013,692.9754987916016,189.73749815942728,65,"(33.15790996789528, -83.60334467516188)"
COMPARTMENT 282 - BULLS GAP EAST (1),2013,845.0887478520376,216.56954659952783,400,"(33.19553745393268, -86.06373075746694)"
SHOOTING RANGE (2),2013,1311.5147930894882,317.96383481051936,108,"(34.25984972770843, -87.3359736471741)"
DESOTO 1113 (1),2013,672.8336823263132,294.0076993169782,264,"(30.987344724403492, -89.1527207776506)"
Upper District RX - 15 South River Road (1),2013,1255.2187798760408,645.1921705327833,153,"(36.05758903536632, -93.19311838893552)"
C-47 RX2013 (1),2013,645.3828188879298,328.1005608110596,211,"(33.2725328377634, -79.74600868767685)"
MALAUDOS CREEK BURNING UNIT - COMPARTMENT 32 BURN (1),2013,644.0895492192111,525.4203346764257,92,"(32.00673854101898, -92.94392412189826)"
FISHVILLE BURN UNIT - COMPARTMENT 78 / 79 PBURN (1),2013,634.3059061177735,487.1715314583646,90,"(31.534894583063526, -92.36579604748948)"
No Fire Name Provided (1),2013,1241.073953794849,275.4494604502936,551,"(34.10872042306219, -82.32676504455789)"
RX-CPT.28 HIGHWAY 90 (1),2013,617.3432515162152,103.17973209893597,200,"(30.193429308803523, -82.55086951187275)"
ROBERDO (1),2013,615.0597280672815,417.81513989169025,80,"(35.32243253805805, -79.95400190111116)"
COMPT.  582 RX ONLY - TURNER CREEK (1),2013,1053.9810326905915,283.86385824620766,948,"(34.57814438921306, -84.12570206739714)"
POLLY PLACE/TOWER ROAD (1),2013,606.6700576679618,423.2128586844178,106,"(35.42633550269402, -79.96213826655237)"
No Fire Name Provided (2),2013,603.8832978852329,260.4533983370517,301,"(33.791250204169785, -82.15012689723856)"
STONE MOUNTAIN - STONE MTN (1),2013,599.4180038995603,455.50226091597546,48,"(36.65491850316772, -81.49579040311606)"
SALE AREA (1),2013,589.6243635718165,284.28302170030497,43,"(31.502921190704626, -88.88452207487454)"
COMMUNITY PROTECTION GRANT - E.C. NELSON (1),2013,584.9549105739334,187.15471822874028,118,"(33.10930816863968, -83.54772401152654)"
COMPARTMENT 286 - SITE 3 A/B (1),2013,1600.5234878334002,218.63574687754127,1495,"(33.19520709114246, -86.1346939043626)"
UPPERCRAIGCREEK - UPPER CRAIG UNIT 1 (1),2013,639.8556141453564,523.0530366470965,143,"(37.3250214466748, -80.36537878616227)"
2013 LIRI Hazard Fuel Reduction - Edna Hill Complex Burn (1),2013,906.446046792071,281.88534867202833,115,"(34.379412447815334, -85.63216665065187)"
GAPDR-FY14-RX-34 (1),2013,568.2946128670764,181.8094295296762,450,"(33.056437436027274, -83.69888546432554)"
C-194 RX2013 (1),2013,1020.0977702481623,327.03733742092646,62,"(33.076646243248305, -79.61327984690688)"
CAPFORK RX BURN - CAPFORK BLOCK 1 (1),2013,993.7734184484297,603.3164730102606,152,"(36.019997894838525, -92.30631515630691)"
RXBURNC057 (1),2013,561.5055633311011,518.6116637951959,201,"(34.77827394474117, -76.9612858816142)"
POOLER (1),2013,552.0991288690512,475.23326173863416,101,"(37.332180910720176, -83.57494305899162)"
MARLOW - PB C-119 (1),2013,551.2554041138718,525.0405760500743,180,"(30.953085478003764, -93.05442937365862)"
No Fire Name Provided (2),2013,545.6688099279219,262.3828256054895,273,"(33.83856442257889, -82.18443784099256)"
P-BURN T&E (1),2013,677.9187710227444,152.06924338258213,106,"(31.063980052597355, -86.70873179022222)"
ENA-Rx (1),2013,542.5593540257775,350.2603905394283,324,"(26.267331464684297, -80.99311600481471)"
WATERHOLE (2),2013,537.9351522298201,161.24233847507352,62,"(29.44286773686443, -81.82876033980341)"
PAYNE CREEK - PAYNE CREEK NORTH (1),2013,931.355786289693,315.99098010570555,123,"(34.21397656581564, -87.3538336428121)"
BUCKHORN BURN UNITS - BURN UNIT E (1),2013,1465.9070490040638,579.5426964444582,830,"(38.75284226977608, -82.57235593563279)"
RXBURNC040 (1),2013,516.6504724139738,509.5291149540506,333,"(34.81971427140452, -77.1863284211493)"
WOODPECKER FIRE (1),2013,511.93426676219076,514.2031988842173,149,"(34.75458070260427, -77.03506562680397)"
DESOTO 1361 (1),2013,507.97739596347543,286.2225687731532,112,"(30.61808465098532, -89.0471057374105)"
HOUSTON (2),2013,593.4078284272076,308.4333932611577,448,"(34.1136442491103, -87.29553715842279)"
RXBURNC012 (1),2013,505.2597054594282,523.0436105178856,157,"(34.85912648755043, -76.93224697290457)"
APALACH BURN UNIT 255 (1),2013,500.1661289491404,6.258759445073589,56,"(30.372280347269164, -84.27731664528726)"
TURKEY RIDGE (1),2013,499.3904176665621,302.09305631420295,463,"(34.76914918931309, -83.29659612171875)"
OAK DECLINE BURNS - CUB CREEK (1),2013,490.26525430541784,632.0868452921553,94,"(37.71875603966341, -90.99827919924712)"
COMPARTMENT 23 - WEST END D1 (1),2013,487.8496392794921,242.25645748908167,316,"(33.786789965883244, -85.5871350514232)"
COMPT 915 RX - POCKET 26 FY 13 (1),2013,964.4481068594333,289.47900252660327,198,"(34.60325240608165, -85.06960348966575)"
IRONS CREEK (1),2013,480.63892523129607,604.787274048868,299,"(34.549746493745126, -93.42147854024044)"
BANNISTER - BANNISTER WEST BLK ABC (1),2013,1080.891128220646,598.3739996784448,165,"(31.302860811901866, -94.27683020798054)"
RXBURNC043 (1),2013,477.41388705945525,512.526315022061,448,"(34.87600642905975, -77.16906764927757)"
No Fire Name Provided (1),2013,471.59198738479347,276.48994614932565,89,"(33.98284835973859, -81.98912310617929)"
RX BURN C-139 (1),2013,469.7949908022778,311.36803736296486,86,"(34.43992168708694, -81.72519600460231)"
SW Units (1),2013,463.7340966798815,300.96354277398075,26,"(27.07514351835, -81.11182485104399)"
BIG AND LITTLE COBBLER - BIG COBBLER (1),2013,457.66829649736167,584.1566187620357,286,"(38.09249743441956, -79.80420214537577)"
HUGHES CEMETERY (1),2013,455.46709504336644,317.12189115069185,68,"(34.32980987785387, -87.18733180565795)"
COMPARTMENT 58 - COMP 58 A (1),2013,454.2124383563587,149.7877262596432,202,"(31.031755850099216, -86.6789053700009)"
COMPARTMENT 80 - BURNING 80W (1),2013,859.7915337237472,647.1270981732412,140,"(31.23598578516686, -95.10477869448893)"
ALCOA (1),2013,443.8117360291819,416.71039758016843,25,"(35.39037242604999, -80.09551879299468)"
CPT 453 (1),2013,442.681645231015,269.919328090717,249,"(31.39039446590099, -88.66527396324882)"
COMPARTMENT 242 - SHOOTING RANGE A (1),2013,3618.5003593445276,223.72257692544747,963,"(33.331551715688796, -86.02706744967725)"
CRYSTAL SPRINGS BURN - ECOSYSTEM BURNING (1),2013,439.9640170685733,597.9891345966997,117,"(34.516209860958064, -93.30881909618276)"
COMPARTMENT 021 - WEST END C1 (1),2013,437.6865363021044,242.8565439271925,338,"(33.78871109573066, -85.61199174213083)"
MARSH CREEK (1),2013,437.2872759909778,431.30636799387605,223,"(36.71736558316759, -84.36600081841983)"
COMP 32 W (1),2013,850.6715337226714,420.21861791331617,198,"(34.785927334111214, -89.3321995822352)"
BENTON COUNTY - COMP58 (1),2013,427.3135892068461,408.71185374970156,104,"(34.641798547724086, -89.21927608335574)"
COMPARTMENT 12 - COMP 12 (1),2013,1496.6820018638814,158.26930512210825,146,"(32.45518958612871, -85.57843768285228)"
COMMUNITY PROTECTION GRANT - HENRY NELSON (1),2013,424.1889884287429,236.2511672708753,87,"(33.73529803875169, -83.058092469704)"
COMPT 711 - EAST COWPEN FY 16 (1),2013,447.59032169034543,311.1576049190851,51,"(34.964941677840805, -84.6142329445105)"
RX- CPT. 92 CONES HEAD (1),2013,860.5774410812168,111.0935748384834,140,"(30.21992944363696, -82.41133227338415)"
CLAYTON HOLLOW (1),2013,418.1357703357775,544.1001776628597,177,"(37.60538706828726, -88.2871362907581)"
RX BURN ADAMS MTN FY13 (1),2013,414.8203866766138,404.246033239925,297,"(35.927757731199456, -81.72133278669283)"
EN_COMP_108 - EN_COMP_108 HENDERSON ISLAND (1),2013,412.17481074641466,321.0769876532708,144,"(34.45584628315004, -81.42161543326422)"
COMPARTMENT 293 - SCHOOL HOUSE C (1),2013,1461.1906506789396,214.35920003346752,337,"(33.14028309321582, -86.10011967393248)"
CEDAR GROVE (1),2013,411.7341686505063,545.3123115831348,94,"(37.47211563508022, -88.65465237236454)"
PRESBYTERIAN LAKE (1),2013,392.80905659534506,304.2795828348068,425,"(34.77768963714727, -83.15623460007447)"
CURTIS MTN RESTORATION BURN (1),2013,385.88912225264625,425.91439626161406,215,"(36.34383659222257, -81.99379216314603)"
COMPARTMENT 087 - IVORY MTN EAST B1 (1),2013,1329.9636911544583,225.04777601530333,557,"(33.47863772670606, -85.7137218020057)"
Raccoon Point 13 - Raccoon Point 13 WUI (1),2013,376.51459040895367,367.0271035467307,179,"(26.003461645042247, -80.9474035908712)"
GRSM WUI Fuels 2012-2016 - Canadian Top Rx (1),2013,563.6327173210345,363.00046398874093,5,"(35.640895107697034, -83.11968659050338)"
RIVERSIDE (1),2013,365.5492945469904,163.52059710179182,73,"(29.399346215658507, -81.81150460674368)"
SEED ORCHARD INT (1),2013,690.0703450500881,611.8017005331692,55,"(34.549850955812914, -93.55716556986498)"
ZION HILLS - WHISKEY CHITTO TIMBER SALE C250 (1),2013,360.46525606689283,528.0278242586056,59,"(31.01795334018582, -93.10258002846302)"
PENNANT BAR - PENNANT BAR SOUTH (1),2013,358.6563631797772,540.9564784290037,65,"(37.38068277434391, -88.6975605061531)"
STRAWBERRY RX - STAWBERRY 19  FY 13 (1),2013,354.28875085735314,289.8500963588003,910,"(34.590749300445005, -85.18761454635614)"
EDWARDS  TIMBER - EDWARDS TIMBER (1),2013,352.1511296913484,423.3527284138983,22,"(35.3586836061402, -79.85158699260873)"
RHODES ,2013,351.8964147180728,236.06924330809167,270,"(33.76530165601229, -85.30986385776934)"
APALACH BURN UNIT 223 (1),2013,347.9577517259864,8.023838049120133,62,"(30.354238597186114, -84.30631480669844)"
EVICKKNOB - EVICK KNOB (1),2013,347.91920303576876,627.2367645053248,385,"(38.551671696586396, -79.21091343970811)"
BEAR HOLLOW (1),2013,343.7918838133822,630.8773021845718,94,"(35.167747744591544, -93.55720724620292)"
GULF RIDGE (1),2013,343.2464860591187,448.2288074238505,70,"(36.962919453867144, -84.35632112607702)"
CLEAR CREEK - CLEAR CREEK 13 (1),2013,341.870598380728,301.1392321286174,165,"(34.0055394696463, -87.25749102663507)"
DESOTO 1352 (1),2013,340.06344356854174,287.5170630611745,262,"(30.55870856957299, -89.06947987470183)"
SYRACUSE (1),2013,338.31442023196087,168.8248724919413,107,"(29.39791933232103, -81.71386306037385)"
CLAIBORNE RANGE BURN UNIT - PB C-366 (1),2013,575.6610482843101,497.6733524726903,303,"(31.167865057226717, -92.58187232741534)"
Central East (1),2013,1109.619722275182,304.4277237913992,123,"(27.046150810116835, -81.06230957876016)"
FORTS SCRUB AREA (1),2013,324.82091127294274,174.0603234246369,271,"(29.112152647135666, -81.79926274361041)"
WALKER BRANCH - WALKER BRANCH SOUTH (1),2013,324.49001528037087,446.53591974723935,562,"(36.938964575879886, -84.26388409032299)"
WEST CANEY CREEK RX BURN (1),2013,322.3155184177975,639.5091324964953,131,"(34.40436760110083, -94.16374117339984)"
WHITESIDE (1),2013,314.7986059326506,543.037794155774,87,"(37.46688324010963, -88.5804427999828)"
RANKIN (1),2013,309.8484141400204,410.11361314727077,29,"(35.171104518721286, -79.9404326595636)"
CPT 374 (1),2013,308.2844562868406,288.1816950966223,81,"(31.5541969171946, -88.93793418691764)"
COMPARTMENT 76 - WFHF BURNING (1),2013,303.48811313679545,648.2651555214798,77,"(31.255689496994407, -95.12322190753896)"
LIZ WORLEY TRACT (1),2013,302.1951825253779,443.3076535131478,60,"(36.88893452034941, -84.49394733062672)"
COMPARTMENT 716 RX - MOONYHAM  FY 16 (1),2013,301.33418422561397,312.09212028260987,98,"(34.971634665602934, -84.71896929706196)"
TOWER PRESCRIBED BURN - TOWER NORTH BURN FY2013 (1),2013,290.5469409942562,534.3420510458494,130,"(37.96374859037275, -86.59818173895361)"
STONE MTN SLASHDOWN (1),2013,284.5324644165402,409.7956057166861,243,"(36.17988356127743, -82.31241682743767)"
WILLIANA BURN UNIT - COMPARTMENT 35 PBURN (1),2013,277.08459520031147,491.1269877668022,64,"(31.655389137062443, -92.41589990429098)"
COMMUNITY PROTECTION GRANT - CURRAHEE CLUB-T.ROGERS (1),2013,276.05351221869637,290.65488692708556,1957,"(34.58691467202747, -83.22020905976964)"
COMPARTMENT 88 - IVORY MTN EAST C1 (1),2013,351.6565506917606,224.34103123066134,187,"(33.464279505256115, -85.72279273795529)"
IRONS FORK #2 RX BURN (1),2013,270.97059294155974,644.123556076194,65,"(34.638330969222125, -94.13105968114503)"
Tupelo FMU WUI FY13-16 - Freedom Hills (3),2013,270.91794924009105,366.276247849466,599,"(34.70136942598359, -88.0361804928436)"
HOBE WUI Fuels 2012-2015 - HOBE WUI Rx_FY13 (5),2013,356.0296627793092,193.75585858500395,319,"(32.96711322069235, -85.74047223538308)"
RX-BURN CPT113 REDDISH MILL (1),2013,265.24921841739604,105.14164579739747,172,"(30.485655760733128, -82.48810304033742)"
BLOWDOWN - BUTTERMILK TALBOTT - UNIT 16 - BUTTERMILK - FS (1),2013,275.05875090806325,585.7987952523039,120,"(37.772703688723496, -89.46628774992729)"
COMMUNITY PROTECTION GRANT - ALEX GREGORY (1),2013,264.93662946922996,208.183568693747,11,"(33.34668471811364, -83.20355831050618)"
RX2013 C-204B (1),2013,327.47680971843516,320.96710157509386,1064,"(33.01692935812863, -79.69225124244628)"
COMPT. 195 RX ONLY - COMPT. 195  FY 16 (1),2013,450.9300158575583,221.1050682583255,100,"(33.56259074411834, -83.28800539056861)"
PENROSE (1),2013,259.2829900524758,412.9071693072681,9,"(35.15494106675238, -79.83838269652173)"
A.R. AUMAN (1),2013,259.0881203329026,438.6274152750079,10,"(35.5685887508821, -79.73984990957264)"
SANDRA CARNET (1),2013,258.3928766492707,205.39037734910923,45,"(33.314565659321644, -83.2431662577459)"
MARATHON CAMPGROUND (1),2013,256.6824874362718,324.739865331471,69,"(32.19685967397979, -89.3556089392862)"
FY13_Brighton Grasslands_Rx - CWUnits_GL (1),2013,344.1150841668403,300.30986469125776,14,"(27.106272606176475, -81.08542918453466)"
LOCHER TRACT - LOCHER TRACT_BLOCK 1 (1),2013,252.75445055627068,563.9616194122425,102,"(37.61214165927961, -79.46807717948653)"
SHOE BARN (1),2013,313.0983318767694,310.667397633111,542,"(34.09454360733157, -87.39171283952568)"
Upper District RX - 2014 Pruitt Glade (1),2013,252.07035729313426,642.7874199108435,52,"(36.0622924202175, -93.13719445238134)"
WILBURN FORD (1),2013,245.1635509757715,313.9485517748762,169,"(34.18971928263511, -87.33334363749367)"
TORNADO WEST - TORNADO WEST 1 (1),2013,426.38951727794307,579.0542762914596,154,"(36.91304189287588, -90.69507083049736)"
WOLF TRACT RX BURN - WOLF TRACT RX BURN FY2013,2013,242.58558255035473,605.0397213561048,188,"(39.06401586781062, -86.3574027813941)"
LYNN HOLLOW RX BURN - LYNN HOLLOW RX BURN 2013 (1),2013,617.7578344000744,648.8196535294013,377,"(35.74589490069236, -93.51734567848945)"
COMPARTMENT 50 - JOSEPH SPRINGS C1 (1),2013,377.56745118828167,238.22974683189727,27,"(33.71058677919463, -85.63416723348178)"
COMMUNITY PROTECTION GRANT - MILLARD ACREE (1),2013,235.77877572816166,291.9948187744977,833,"(34.64456708784703, -85.03848410830666)"
WYLIE KING - WYLIE KING 2 (1),2013,235.0483298478273,574.1777434869642,177,"(36.89717077337546, -90.58446171632436)"
GOOSE CREEK - GOOSE CREEK 5 (1),2013,883.3153290699532,570.3842676252647,697,"(36.86952364770546, -90.51977820698875)"
COMMUNITY PROTECTION GRANT - BO KELLY (1),2013,230.5821971493236,200.02002040708174,87,"(33.31500341290869, -83.63356028046466)"
SEUnits_GL (1),2013,374.4001677588485,305.1194501650803,4,"(27.011404970408403, -81.09317112574848)"
TIM WEST (FORESTAR) (1),2013,229.57128381887694,280.9036739195119,78,"(34.53541890968958, -84.13690705773797)"
COMPT. 364 RX (1),2013,227.85123985464497,306.44854547466804,299,"(34.90171530727214, -83.9905144246799)"
SEED ORCHARD BURN UNIT - COMPARTMENT 97 PBURN (1),2013,224.02273213943357,491.0479127679227,131,"(31.48678288932544, -92.43817480756036)"
Raccoon Point 13 - Raccoon Point 13 WUI (1),2013,223.23448480521304,367.41446076536505,109,"(26.00903240983294, -80.9262115520835)"
COMMUNITY PROTECTION GRANT - JACK BANDY (1),2013,221.3314734250166,288.0539179570607,1159,"(34.59418615128108, -84.98118612456895)"
CANEBRAKE (1),2013,220.92394702283366,421.0496256424047,98,"(35.44180095532527, -80.05115425452489)"
SCOTIA PINE (1),2013,218.85224539119974,634.8414297666532,90,"(37.52864662812548, -91.35181271705765)"
No Fire Name Provided (1),2013,214.41717861682775,258.8238190179631,102,"(33.71336269140397, -82.04369771007504)"
YELLOW BRANCH (1),2013,214.34698907210318,305.77047792736636,327,"(34.795726314042746, -83.13372239563601)"
FLETCHER (1),2013,207.9267590225554,645.0240356969588,148,"(35.01989352335539, -93.93156596177114)"
COMPARTMENT 63 - C63 - PINE MOUNTAIN (1),2013,206.91495753206323,296.6544674676106,517,"(34.689147702288764, -83.29885043254143)"
DALLAR ROAD SALVAGE (1),2013,204.63887077143607,600.4919640033999,152,"(34.408793458633305, -93.41729222105073)"
HOLMES LAND XCHANGE (1),2013,204.19436757029428,647.1609999169159,53,"(34.9984306426064, -93.98649251880515)"
COMMUNITY PROTECTION GRANT - JAMIE JORDON (1),2013,203.7402191450537,274.8755040937069,440,"(34.38308213782764, -85.10254510232407)"
MIDDLE BAILEY BURN UNITS - BURN UNIT 1C (1),2013,200.21623902688637,628.7012495960739,116,"(39.41802801206862, -82.16533468340866)"
RX BURN BOYD GAP FY08 (1),2013,197.63904889755895,415.4910865507979,146,"(36.09332973475143, -81.6903425486984)"
North I-75 13 - North 75 13 WUI (1),2013,195.0337607804485,344.4218019764304,107,"(26.20819880526221, -81.27178321164985)"
CWUnits_Native (1),2013,193.37497053708017,299.61285876011186,99,"(27.091955468259968, -81.12342034029736)"
COMMUNITY PROTECTION GRANT - RICHARD CURTIS (1),2013,191.31629472372313,229.28114280829647,11,"(33.696289133002885, -83.34041105252287)"
THOMPSON POND (1),2013,191.07299847495975,175.85634434997803,159,"(29.035020422810558, -81.82210302204282)"
RX BURN C-67 (1),2013,189.3809080617611,321.63983838598705,34,"(34.58076939991008, -81.66097685726169)"
OAKWOOD BOTTOMS - BURN/TSI UNIT 06 (1),2013,333.3655353140921,576.9029215776,66,"(37.62951022575657, -89.44732105614561)"
EBP_RX (1),2013,182.23712560215648,487.77815814781326,906,"(36.78462105170981, -88.05157005571765)"
FLETCHER - FLETCHER #5 (1),2013,181.85024582483987,641.2906906112563,111,"(35.034252983400556, -93.84919672641205)"
C-70,2013,174.9815231400046,322.04153444790535,58,"(33.18368554092247, -79.80003014445475)"
FULLERTON - PB C-262,2013,174.5909621779583,517.0456813910728,318,"(31.06744369834516, -92.91514300933402)"
MUDVILLE BURN UNIT - COMPARTMENT 9 PBURN (1),2013,169.61749102319482,495.610325968851,450,"(31.724988285643803, -92.48162295469957)"
COMMUNITY PROTECTION GRANT - WAYNE KNIGHTON (1),2013,198.89049846063162,224.37752044340434,62,"(33.59392608833933, -83.21095328701406)"
COMMUNITY PROTECTION GRANT - CAROL DUMAS (1),2013,168.33699684268973,189.36890623755409,23,"(33.14930301619015, -83.5856483589578)"
COMMUNITY PROTECTION GRANT - CAMP MISTY MTN. NWGA (1),2013,168.21237751809417,287.063594780877,906,"(34.56725176681397, -85.07269183117825)"
RXBURNC008 (1),2013,167.97484172870537,523.4956913920727,67,"(34.955947765859335, -77.00140233484154)"
WEST TRACT (1),2013,165.88408295265046,552.451723035877,78,"(37.5666213849888, -88.70864340176294)"
C-7,2013,164.79682295333203,597.7892369996398,31,"(31.271970835680772, -94.26874144341423)"
COMMUNITY PROTECTION GRANT - MARCUS PROCTER (1),2013,164.35542856811668,192.86874629646482,17,"(33.22713973928337, -83.75460833231861)"
Hickory Creek Reduction/Restoration - Hickory Crk Sundew Unit Rx (ADD-ON) (1),2013,323.4507404295548,605.819323956064,26,"(30.550398880510546, -94.40953120358456)"
ABNER COUNTY LINE - ABNER COUNTY LINE (OLD) (1),2013,160.30854071548043,428.93566680752036,80,"(35.50134070919702, -79.91510552306967)"
MIFFLIN PBURN - MIFFLIN RX FY2013 (1),2013,156.39722048273518,555.1794943120416,335,"(38.29115419880375, -86.52572418518545)"
RUSTVILLE - PB C-125,2013,155.62292992630734,520.7555619004592,194,"(31.020686138759356, -92.97983042346746)"
FLETCHER - FLETCHER #1 (1),2013,153.76174552307276,647.3197764173033,124,"(35.033748221370324, -93.96840505995362)"
NEUnits_GL (1),2013,149.57516329379766,298.945667416417,127,"(27.150929517452052, -81.05938923715489)"
COMMUNITY PROTECTION GRANT - WILLIAM BATTLE (1),2013,149.2941322642167,298.2681049699497,1205,"(34.78376801711868, -84.48808676353292)"
COMMUNITY PROTECTION GRANT - BERT WATTS (1),2013,146.47898561687714,307.1433912210971,127,"(34.8921658529562, -84.80824112037752)"
COMMUNITY PROTECTION GRANT - DAVID LUTZ (1),2013,145.26108577108988,211.7200084766285,19,"(33.42555972081987, -83.30601500383325)"
COMMUNITY PROTECTION GRANT - N-GA QUAIL PERSERVE LLC (1),2013,143.71047310626588,294.8021617952383,68,"(34.622397829721216, -85.41783106551584)"
COMMUNITY PROTECTION GRANT - JOE HASKIN (1),2013,142.97460113809495,305.03862067080826,64,"(34.79877806108675, -85.28801797193087)"
LONGLEAF TRACT - PB  C-79 RESEARCH BLOCK (1),2013,142.88235847752338,499.145856024043,25,"(31.00962386164661, -92.61585257453055)"
INAHGEH - UNIT 4 (1),2013,185.65805184106927,573.7825057158332,42,"(37.548861282302326, -89.4993528643581)"
COMMUNITY PROTECTION GRANT - THOMAS GRIFFIN (1),2013,140.79963397982246,186.86475153242327,98,"(33.07733751274271, -83.41781136749425)"
BLRI_HFR_2013-2018 - Highlands_HFR_2013 (1),2013,140.09006663549133,450.5090618383928,165,"(36.43763884855395, -81.09070965539536)"
COMMUNITY PROTECTION GRANT - REX PATTERSON (1),2013,138.77941685164762,285.2060330584442,2545,"(34.520114142307996, -83.30071812855664)"
GRADY TURNER (1),2013,136.16800913938218,204.71810200032633,115,"(33.415590217779275, -83.89337928105505)"
Tiprell Complex FY13 - Tiprell A (1),2013,133.2595571680821,423.40885432309346,133,"(36.584246689527035, -83.66769967430666)"
CAVE HILL/DENNISON/STONEFACE - CAVE HILL UNIT 6 (1),2013,132.81718066571557,550.4221418157923,225,"(37.65844583994713, -88.411276263351)"
OGALA RX - OGALA RX FY2013,2013,132.76475434502936,602.5807043124503,622,"(39.06781840859681, -86.10007656583551)"
