usgs_assigned_id,fire_name,fire_year,fire_size_acres,distance_miles,perimeter_points_count,closest_point
20695,US 33 E (2),1977,0.9945493948797286,634.1406640706017,37,"(38.34565008810274, -78.52121797858156)"
20718,LUCKY (2),1977,0.4013373146992949,542.61219815592,7,"(37.408036922834356, -79.80198456892919)"
20730,BIG OAK (2),1977,0.12880268109132473,387.42500659126705,4,"(35.799256981559175, -82.1565478938995)"
20772,WHITE PINE (2),1977,0.021209089929724288,510.694168581014,37,"(37.01933432856454, -80.11867975813381)"
20930,xx NONE xx (2),1978,132.104798689945,551.6640299581916,23,"(37.997209493365496, -81.00288622403271)"
21067,xx NONE xx (2),1978,9.975233993814273,539.5492168481378,34,"(37.814819446658326, -81.02120153167053)"
21098,BIG MEADOW (2),1978,4.9719081436871155,646.2903496507748,37,"(38.514686424417306, -78.44156216703841)"
21115,xx NONE xx (2),1978,3.636111181070426,545.9301582116532,9,"(37.91584120746774, -81.0279410922058)"
21169,OAK TREE (2),1978,1.010944893045588,383.60731605249526,5,"(35.748840198788585, -82.18566558858163)"
21174,JOLLET (2),1978,0.9945105532438798,641.695370713145,37,"(38.46419310482969, -78.49847733646823)"
21219,xx NONE xx (2),1978,0.10253960076806912,537.9855734924571,36,"(37.772947618759126, -80.96418978541774)"
21227,BEARFENCE (2),1978,0.09945843951961693,641.950344156968,37,"(38.45438310881675, -78.47015869610604)"
21228,DRK HOLLOW (2),1978,0.09945314386183451,647.0594257547929,37,"(38.51878002188126, -78.42335554466553)"
21233,xx NONE xx (2),1978,0.09531390445925529,539.9518144086225,22,"(37.79288578879841, -80.92996111594294)"
21836,xx NONE xx (2),1979,5.44319715672513,546.9648686122271,10,"(37.95334344851231, -81.10085556527811)"
21837,xx NONE xx (2),1979,5.170624690596138,553.6387689764775,19,"(38.018806274083495, -80.97273174404803)"
21866,xx NONE xx (2),1979,2.2461784857978104,549.9694217425757,15,"(37.984900037786346, -81.0499394602009)"
21886,EAST SHIP (2),1979,1.3673852480409918,277.5455769321268,11,"(30.234959999487323, -88.88868119169616)"
21900,TOWN MTN (2),1979,1.0242753300007073,371.18590381188307,6,"(35.63982416761695, -82.49491762244217)"
21940,xx NONE xx (2),1979,0.1178939062160156,568.4648321417008,14,"(38.221611901189, -80.88230427667446)"
21947,EAGLE PNT (2),1979,0.09100409764088425,270.99299889757646,8,"(30.388811247974125, -88.78904150246672)"
22527,BEAR RUN (2),1980,6.332091926665139,357.086849614809,14,"(35.63531462954419, -83.94504943256312)"
22563,xx NONE xx (2),1980,3.0698120829894306,554.6286547838083,20,"(38.05212584235646, -81.03350040429325)"
22572,xx NONE xx (2),1980,2.939527850662564,542.1402824927488,20,"(37.85841960404434, -81.03239486796079)"
22604,xx NONE xx (2),1980,1.0719271527508398,552.1096007262331,15,"(38.014616128791054, -81.03841999551341)"
22631,ROCK FACE (2),1980,0.7302607073183592,395.8914651328537,5,"(35.878278344032644, -81.97843917855784)"
22643,WEST SHIP (2),1980,0.49587238264162764,281.3963314852364,7,"(30.210139213907258, -88.95099033506479)"
22678,BLUEMONT (2),1980,0.2148578163462064,477.15321091902894,5,"(36.64516130149565, -80.53024142090571)"
22686,RIVER (2),1980,0.1267744179470642,531.42814197704,5,"(37.252198830357365, -79.86940912121204)"
22687,xx NONE xx (2),1980,0.10503767993481072,564.1362528658368,14,"(38.222550969027125, -81.11715945477894)"
22739,S.HAYES BA (2),1981,17265.661693913124,405.96214792801555,1423,"(25.419420798882218, -80.80479364469585)"
22862,South Cut (2),1981,1663.597987615533,169.5939987191534,497,"(30.916595544125745, -81.45071989904132)"
22953,SAW HAMM (2),1981,671.1015498429532,395.83756530798655,40,"(25.684400793428935, -80.64064756499273)"
23018,IRON POT (2),1981,406.8429396266397,388.8929055876295,217,"(25.67575522366725, -80.86491334154377)"
23064,PAPAYA HAM (2),1981,288.3395651102095,402.3596253276214,873,"(25.496903106509162, -80.77412840481463)"
23239,TOWER 2 (2),1981,44.249913663953336,391.9451812472283,5,"(25.67102649390397, -80.78008468562463)"
23282,P-33 (2),1981,25.195275980076396,397.1800294864838,8,"(25.621781569998223, -80.70876450972577)"
23283,xx NONE xx (2),1981,24.610641990046833,539.40645951847,14,"(37.83131285232124, -81.08338034557039)"
23303,HARNEY RVR (2),1981,19.52934553671729,398.6164972939301,29,"(25.41285153912297, -81.05589635423593)"
23328,NORTH MPR (2),1981,14.927563095265151,406.81793931722905,35,"(25.455420841623003, -80.71183693398369)"
23334,POT HAMM (2),1981,14.284258131313823,395.9943707192261,11,"(25.610872350812635, -80.76394851184087)"
23355,BUTCHERPEN (2),1981,9.742155626698954,172.5225811188582,13,"(30.371364299311885, -87.13798579102077)"
23356,END L-67 (2),1981,9.695626575205967,397.79327510214966,9,"(25.62521200534032, -80.68437359764751)"
23384,xx NONE xx (2),1981,5.285558706902332,542.927346864278,12,"(37.866876762296194, -81.01995127865933)"
23398,PANTHER MN (2),1981,4.532189414413365,399.55354805407984,142,"(25.565682937439664, -80.7361274615672)"
23409,GALAX (2),1981,3.036080928138054,408.67593226996485,14,"(36.04190316786191, -81.86498975580727)"
23423,xx NONE xx (2),1981,2.3484109111060065,541.1185930299797,15,"(37.83280521787596, -81.00023142526135)"
23440,GLEN LAURL (4),1981,2.0585402572917584,390.6099148109882,6,"(35.835083611323405, -82.11004454473091)"
23443,N. 2ND BAY (2),1981,1.6652814832354432,384.35523112826894,14,"(25.594434034090124, -81.16581775230915)"
23451,MCLAUGHLIN (2),1981,1.2729808725125804,388.9606579514793,9,"(25.518997458365273, -81.16445743949397)"
23511,BAD FORK (2),1981,0.2578309584746083,356.20127506784655,6,"(35.45043585100649, -82.65170392915537)"
23557,BLACKBIRD (2),1981,0.029905143177204423,180.55405471034925,10,"(30.322172350492448, -87.26939266816646)"
23610,W.S. PALM (2),1982,1574.0237174312767,404.2917570181834,85,"(25.565845516917864, -80.5934325687001)"
23611,FERGUSON (2),1982,1562.9137679810246,355.96304874668465,95,"(25.938540079605726, -81.42050892389447)"
23632,GLIDE PORT (2),1982,840.6780812862951,400.1113124783251,72,"(25.640921502962385, -80.58878182231489)"
23645,GLIDE PORT (2),1982,669.7155165607008,399.5457233111449,71,"(25.63632168405429, -80.61321042409233)"
23694,W PAPAYA (2),1982,291.072021614081,400.9562776100378,106,"(25.497546374808984, -80.8166627368969)"
23777,LONESOME (2),1982,77.44268675711159,391.26228759721465,77,"(25.50771247430617, -81.11009287883213)"
23817,xx NONE xx (6),1982,46.03806756509717,554.4819523082333,14,"(38.04666470309593, -81.0226121099934)"
23858,N. HARNEY (2),1982,18.622974687681033,397.76239599844035,30,"(25.43656819341205, -81.03667876443772)"
23859,SW PANTH (8),1982,22.197370285680694,398.72522788571604,9,"(25.556902591392365, -80.77728189924389)"
23868,ROCKS MTN (2),1982,14.920943881235884,615.7165784137768,37,"(38.17136104676228, -78.80543379759884)"
23894,ICE BOX (2),1982,7.306043089213888,375.45020973595376,17,"(25.740365960059908, -81.16973412361148)"
23897,SW POT (2),1982,6.898536459174726,395.1698394509998,22,"(25.616755388529217, -80.77858670534557)"
23917,BLCK HAMM (2),1982,3.9281187326709057,398.2508063486895,23,"(25.62308521839724, -80.67438881127467)"
23924,HUNTER BR (2),1982,3.1032674196842867,364.8212021968531,9,"(35.65323510017886, -83.02892476564263)"
23928,xx NONE xx (4),1982,4.011840580830879,555.244161499605,12,"(38.05743108751353, -81.01913030824966)"
23929,DILLEY (2),1982,2.988977103444667,471.9116156966444,48,"(37.12418757532617, -86.13517571102942)"
23943,xx NONE xx (14),1982,4.938858329161124,554.5605709265639,15,"(38.06616601448623, -81.08555750813741)"
23953,E SHARK VA (2),1982,1.3841488656047758,393.0247870412098,10,"(25.671102852541857, -80.74733452113053)"
23954,MORRIS (2),1982,1.3724420784656015,169.77032388294995,12,"(30.890786039672385, -81.44261425258108)"
23955,xx NONE xx (2),1982,1.0744500476833307,552.7620502676283,16,"(38.03300646010978, -81.06686287675252)"
23959,PINNACLE (2),1982,1.0260529425183693,373.8509716941861,5,"(35.66721445977562, -82.44171993405176)"
23960,LIGHTNING (2),1982,1.0126389869802628,512.5237333357733,44,"(37.04738858045774, -80.11359819079972)"
23988,xx NONE xx (2),1982,0.5068911174020799,567.4638987521164,22,"(38.21637476055887, -80.9168162708383)"
24254,JOE RIVER (2),1983,242.56970380236876,409.1436059592074,215,"(25.237885911010956, -81.05888167926403)"
24266,BROAD RIV (2),1983,221.459578713913,397.4405843287661,293,"(25.481364771611904, -80.95912017808288)"
24346,LITTLE FOX (2),1983,86.77121397573977,410.9204944151117,114,"(25.220005133490197, -81.0353251327605)"
24367,SAWLOG RDG (2),1983,59.68594754312802,615.0573175290167,37,"(38.140984518785196, -78.76686025908167)"
24399,DORIGHT (3),1983,39.82013882302743,624.0904910603257,20,"(35.964540658837194, -92.81455537857532)"
24410,MID CAPE (2),1983,31.856412475337205,411.72550447361346,84,"(25.159026107716524, -81.13685095311126)"
24421,MCLAUGHLIN (2),1983,26.460304876236165,389.54034198311035,32,"(25.50911705958373, -81.16511187975694)"
24449,833101 (2),1983,18.879936247695113,554.6998957158693,17,"(38.05260142772328, -81.0313621934116)"
24456,BLACK HAMM (2),1983,15.784024371420347,398.4208296644296,92,"(25.596904637976525, -80.71509527583888)"
24485,7AC CRASH (2),1983,7.840993473831831,416.3053914715932,72,"(25.300809545618236, -80.70060431140517)"
24488,SW PANTHER (2),1983,7.555865776123415,398.4354852198499,44,"(25.554202409053012, -80.79111110461385)"
24497,WALLS RUN (2),1983,5.967736795098506,630.2695325869114,37,"(38.34875034980292, -78.66049099820806)"
24510,N COOT BAY (2),1983,3.473024828504701,414.42551359069,43,"(25.230251091348247, -80.89675441529964)"
24511,LOSTMANS5 (2),1983,3.352996953677886,382.7141843207015,15,"(25.630046556268947, -81.14894679869516)"
24512,FUNSTON CR (2),1983,3.2672075751467005,480.21367098010023,34,"(37.265157479986975, -86.04454465732752)"
24557,GATOR BAY (2),1983,0.9796456528241769,381.55774638581187,8,"(25.638152046923835, -81.17110416521594)"
24559,TARPON BAY (2),1983,0.9212956500770397,401.09226999628976,14,"(25.420526126117853, -80.95889793969606)"
24561,PICNIC (2),1983,0.7951840623720283,599.1302438147095,4,"(37.94638061439591, -78.92407889393418)"
24571,833226 (2),1983,0.5258876570032072,547.8198668294115,16,"(37.96632092518107, -81.10007548333765)"
24595,HILTON (2),1983,0.11773767410438056,494.383081460723,37,"(36.83919328998858, -80.32251870901952)"
24633,LOOP (2),1983,0.03505697669851612,528.09532138684,37,"(37.23409183235335, -79.95252020105175)"
24863,WEST BNDY (2),1984,442.2107950191936,390.24023155692004,138,"(25.670436783071963, -80.83310069812487)"
25015,#69 DOF (2),1984,111.49440838424407,407.32910020429273,79,"(25.52411317671378, -80.5750691761216)"
25097,BLACKWELL (2),1984,42.22846879171512,629.3801541746465,20,"(37.3348191376468, -91.46927536194605)"
25205,OYSTER (2),1984,8.865624894827755,264.924708085725,28,"(30.238886298966662, -88.67739368052614)"
25220,JOE RIVER (2),1984,6.178162878409034,411.68821633583417,11,"(25.21878576652331, -81.01169309509383)"
25229,HENSLEY 2 (3),1984,5.259048222333149,624.248572507456,20,"(35.9628924944626, -92.81941557798577)"
25245,COURTHOUSE (2),1984,3.413106457131934,623.7505385278898,17,"(37.272744009394515, -91.40273244117172)"
25249,HENDRIX (3),1984,2.7900705237234065,625.337445452299,24,"(35.96965628048708, -92.83730218000323)"
25251,SHINE-EYE (3),1984,2.4566795665731593,621.7163406147448,17,"(35.98634340997247, -92.7438325445912)"
25253,BLUE ANGEL (2),1984,2.148301371514341,181.23516970355269,10,"(30.32297622562422, -87.28087600718327)"
25260,MORMANS (2),1984,1.9897400472503235,615.6581329895075,37,"(38.152528358476665, -78.76937115220522)"
25264,843103 (2),1984,1.9451303961314905,551.7491286450303,16,"(37.982761509313654, -80.95042210152631)"
25271,845637 (2),1984,1.1307452546816088,539.8336140657696,21,"(37.83304460541689, -81.06700192059924)"
25295,RT 33 WEST (2),1984,0.9945886861028225,634.2723302928475,37,"(38.368309647424745, -78.56174018147944)"
25305,RAIN DROP (3),1984,0.9823256452116907,615.893156031168,8,"(36.07445551714401, -92.53673029358623)"
25321,WEBB FIRE (2),1984,0.3703525999948034,359.57145400902186,9,"(35.667884667517804, -83.86953374513315)"
25352,BEACON (2),1984,0.18187837603167742,412.09750205577745,4,"(36.08386049272351, -81.8286646249975)"
25355,BAKERCAMP (3),1984,0.13763081564354687,624.5386364425752,9,"(35.98145386520077, -92.80973112153299)"
25359,KNOB (2),1984,0.10521786201906616,534.041724671761,11,"(37.297184130722044, -79.87265984486575)"
25915,DOF #66 (2),1985,150.57888362470123,393.71230450980215,25,"(25.73080782203994, -80.62458681388205)"
26026,SEC BAY (2),1985,67.9807623116999,384.6717404799901,44,"(25.59223965365008, -81.15967352531015)"
26070,Rock Reef (2),1985,47.0417601715934,406.718818435899,53,"(25.433265833632902, -80.7553646616527)"
26075,ROADSIDE (3),1985,44.53290758290073,638.5415939573692,52,"(36.00404551866575, -93.09433534392862)"
26110,MID CAPE (2),1985,34.32659576647057,411.34236045434926,22,"(25.16335717448104, -81.14099169630076)"
26122,CHEVELIER (2),1985,31.179004677580167,376.02530455662094,45,"(25.705768936498135, -81.21947327119521)"
26151,WEST CANE (2),1985,23.9427891394231,396.4251191240924,57,"(25.570878807301586, -80.82292754882035)"
26182,S TEN MILE (2),1985,18.247692024079974,396.09885837358354,10,"(25.556559407761053, -80.85944748883168)"
26183,DOF #74 (2),1985,15.710592531289262,416.0862099216313,38,"(25.37876461935512, -80.56615073995255)"
26230,NE PANTHER (2),1985,8.179853735946299,398.35008753312053,16,"(25.576479327848507, -80.7535483350539)"
26236,SW CANE (2),1985,7.366618454973489,398.6618685981044,23,"(25.531041669476977, -80.82648377405337)"
26244,BUCK MTN (2),1985,6.283877269732675,524.7583214876668,6,"(37.193649911330226, -79.98607928432665)"
26256,N BROAD 2 (2),1985,4.980253626203114,395.249211592187,29,"(25.5192370990164, -80.95679808964965)"
26259,W SISAL (2),1985,4.864121870589645,406.29043372898985,14,"(25.418451975158447, -80.79625623557428)"
26260,TAYLOR (3),1985,4.753860832117815,645.3542327167673,14,"(36.06240758449894, -93.19258830286988)"
26266,SE FIVE MI (2),1985,3.986765517456388,408.72560793124086,25,"(25.45168669520025, -80.66009578219214)"
26270,HUNTINGCRK (2),1985,3.688662836220093,560.4624875311491,5,"(37.543243621970625, -79.44704407595349)"
26271,DOF #02 (2),1985,3.5706901933734643,404.7985620967461,38,"(25.566805278133728, -80.57678977278988)"
26283,ROOKERY (2),1985,2.845103314581497,400.07006265819257,14,"(25.49180233493665, -80.85521366222963)"
26299,RATTLE 1 (2),1985,1.755618592721389,395.52940855101167,10,"(25.542385191567213, -80.90385069580148)"
26310,855601 (2),1985,1.0398438187399672,538.8588075861345,13,"(37.76556564371618, -80.89750349007296)"
26332,854902 (2),1985,0.8898487263329087,567.6027643751873,11,"(38.23286386869826, -80.9656439225065)"
26349,853205 (2),1985,0.5331545425487979,548.432958050304,13,"(37.97775595100976, -81.10687907305969)"
26372,65 BLUFF (3),1985,0.30011012274494736,621.2589888404376,361,"(35.9851643581592, -92.73485371929925)"
26400,BRIDGE (2),1985,0.1792176097129442,531.5714731586266,5,"(37.25496171685748, -79.87023589375202)"
26410,WAGON CAMP (3),1985,0.10070933721111622,642.7053279696398,361,"(36.060668338457795, -93.13678590302146)"
26450,FIREWORKS (3),1985,0.09966926495588922,642.26269602053,361,"(36.05255498955473, -93.13403840937434)"
26485,Foxtrot (3),1985,0.006826878495635602,630.9585332936343,19,"(38.550356318642514, -79.06659380123519)"
26496,ELEOCHARIS (10),1986,38052.19040994549,392.40479751210177,24,"(25.56895487747731, -80.95296208879928)"
26518,84 WEST (2),1986,18969.430473211745,346.4407374792641,10,"(26.15555027570698, -81.30620028814751)"
26532,AUSTIN (2),1986,10267.595991599648,360.5238340315548,1907,"(25.96562440982982, -81.21709091463705)"
26566,BIG RUN (3),1986,4696.779678906043,624.2331096533591,220,"(38.273355044061375, -78.71696732174179)"
26654,DOF 48 (3),1986,1518.4785464416339,408.8085807127011,228,"(25.48426558874924, -80.60002363343025)"
26675,MARLBORO (2),1986,1140.8635921435348,405.0654715623386,301,"(25.438268638673957, -80.7978423211239)"
26690,SUGARPOT (6),1986,1028.0551630826426,392.6192462950797,16,"(25.6706997817487, -80.76027046665743)"
26710,DDF 07 (3),1986,1211.311973395467,408.27752667976654,14,"(25.499551005729185, -80.58929706591437)"
26781,LOOPER 2 (2),1986,410.39486637570064,376.1805228579895,123,"(25.831620869507848, -80.97435196450324)"
26800,PACES (2),1986,349.71321238955574,380.283473655713,285,"(25.75114707250636, -80.99435971364395)"
26835,LOOPER (2),1986,277.48191598462967,377.38804690598823,76,"(25.828514828515583, -80.9428170388409)"
26850,SEC BAY (2),1986,244.70672708176906,384.6803320211531,120,"(25.589986769871675, -81.1639319276936)"
26925,HARNEY (2),1986,129.99477243229038,398.0488065699713,72,"(25.428155538729367, -81.04401505699087)"
26955,BROAD (2),1986,107.20229633989831,397.41810577380187,138,"(25.489816644538056, -80.94353813841089)"
26974,BROAD (2),1986,99.27633723901339,398.2772805193769,71,"(25.486657248094065, -80.92199055348357)"
26994,N. PRONG (2),1986,83.25543147532579,400.0726064287551,103,"(25.459545613042824, -80.91629163303917)"
27008,DOF 2 (2),1986,75.04183150788694,406.25516703116455,34,"(25.544149466323322, -80.5724883084172)"
27009,MAHOGANY (2),1986,74.71955767898407,411.1307948513036,85,"(25.330158203361815, -80.80923944603039)"
27098,MUD (2),1986,41.70320612872182,394.56766690081383,36,"(25.48417326292571, -81.04748867327515)"
27141,RIPRAP (2),1986,29.84265179506971,616.6192808183085,37,"(38.17648893656319, -78.78453409572013)"
27152,ROCKYMOUNT (2),1986,36.32322204335854,630.4348627789284,57,"(38.34127023690329, -78.6396294193539)"
27204,OASIS NW (2),1986,14.858445725242742,368.4776784537766,36,"(25.923824162955096, -81.0448019737799)"
27217,JOHNSONS (2),1986,12.71447212774156,388.8654572135432,17,"(25.520168323135824, -81.1652759534816)"
27228,MAGGOT (2),1986,10.860401341868629,357.4832974846786,23,"(35.56279983172212, -83.14137492572269)"
27251,SLOUGH (2),1986,8.658472776962224,218.86790214679777,24,"(33.198414538667556, -86.13612346337209)"
27259,BIG FORK (2),1986,7.824974752857268,358.0086098436311,15,"(35.57172376459781, -83.14900893216593)"
27267,Table Point 1 (2),1986,6.7472324694273365,168.65281578216192,35,"(30.875542072273813, -81.45880405769702)"
27307,GANNET 1 (2),1986,3.873361211306575,371.1580431216675,20,"(25.861029990658718, -81.07674882659417)"
27313,Duck House Road (2),1986,3.2548724446781865,169.55433721180384,16,"(30.84652938700552, -81.43832015855881)"
27315,DAVIS (2),1986,3.2175305884578087,362.31342440348436,9,"(25.911206377346513, -81.26426440539413)"
27326,NEW RIVER (2),1986,2.998270665747753,369.81408485545825,17,"(25.805447095869372, -81.22642858685245)"
27335,COLDSPRING (2),1986,2.941786256110707,356.7793247001487,19,"(35.624667683327566, -83.82196255320946)"
27337,TOBESCREEK (2),1986,2.662004835382842,372.09106758322355,12,"(35.778338638579704, -83.1418633884765)"
27343,MUD LAKE (2),1986,2.342216360661691,359.2959777877237,10,"(26.050713129086002, -81.09809031501547)"
27344,CATTAIL (2),1986,2.288442691871525,410.3688943942415,9,"(25.207917445865654, -81.07961797625501)"
27353,WOOTEN (2),1986,2.018585838134814,360.50972611782237,14,"(25.90249272854954, -81.34101084479526)"
27377,DILLIGAS (2),1986,1.0556871098172258,231.70840441655912,5,"(33.53641139274265, -85.84421078708105)"
27381,865132 (2),1986,1.0230315380208912,532.8077148786865,10,"(37.66641067068653, -80.88348767403777)"
27433,BOOTY JEWELL (2),1986,0.9429677914063994,229.57735994072104,5,"(33.521843648780475, -85.79242115833172)"
27434,Gate Fire (3),1986,0.8581976591850621,635.2642051822083,32,"(38.59981523959914, -79.01646912145091)"
27448,865129 (2),1986,0.7254098754663425,539.0466066264823,5,"(37.767036213306376, -80.89290904928407)"
27450,865131 (2),1986,0.5227177391929585,537.4603053894674,9,"(37.749840713428306, -80.91675181156847)"
27451,PARADISE (3),1986,0.5208894845460218,642.5564339800624,22,"(36.05374400987134, -93.13939159945743)"
27461,DON'T KNOW (2),1986,0.48616265401343806,229.75695636466583,5,"(33.51735634448962, -85.81227824679226)"
27476,MONTVALE (2),1986,0.2665612979994102,360.1582885519758,6,"(35.67750736526646, -83.89135460224774)"
27483,CLIFF (2),1986,0.20924641044885245,401.7187775880608,4,"(35.95214503037426, -81.92428402663292)"
27490,TV 17 (2),1986,0.16958767792077614,168.14594791378042,7,"(30.820273364946413, -81.45794641705758)"
27493,SNAGGY (2),1986,0.12782418118371008,382.03182632141136,37,"(35.72992704740923, -82.20454863324294)"
27497,863122 (2),1986,0.1047568561289423,554.8363665066706,12,"(38.05611867597644, -81.036174709212)"
27555,MURPHYS (2),1986,0.09264368347720241,387.80402213973974,37,"(35.8036302719873, -82.15138633857273)"
27564,LINN COVE (2),1986,0.043303951925453554,412.79433071570213,37,"(36.09032689381286, -81.81447170005872)"
27565,PICNIC (2),1986,0.030640059297184243,550.2189116429486,5,"(37.44191414224915, -79.59821481191298)"
27566,Candler Road (2),1986,0.030338142556632836,171.5848571636673,9,"(30.911098173087307, -81.41559567864665)"
27567,RIDGE ROAD (2),1986,0.02846552114807607,447.3433699321923,5,"(36.42149446358067, -81.18392574377539)"
27571,VILAVENYCE (2),1986,0.00704525961781946,171.40372513053973,5,"(30.37250927723797, -87.11929536624744)"
27772,N LOST DOG (2),1987,1100.9020531464325,363.5572666070863,402,"(26.016847069550813, -81.02849354608436)"
27784,LOSTMANS#1 (2),1987,981.34480453436,378.1931356941258,13,"(25.757525299407206, -81.04837078707244)"
27873,DOF#21 (6),1987,454.9245471152029,400.01553486912474,241,"(25.638432063093184, -80.5958044234807)"
27898,1850 Farm (2),1987,385.6753851135935,477.98067865707367,41,"(36.66095863896435, -87.96446923514381)"
27931,DEEP LAKE5 (2),1987,303.76900391496736,355.4805750618201,48,"(26.00937188986253, -81.29542363954225)"
27999,DOF #48 (2),1987,234.93336543191876,403.874585830323,70,"(25.579472186265992, -80.58244221996974)"
28081,MONUMENT#1 (2),1987,121.09228779377626,368.76061423947755,92,"(25.874938057835486, -81.12643342034634)"
28133,SLATY (2),1987,86.79166534257847,350.74637173462577,37,"(35.54267865090424, -83.93248232320985)"
28141,MCDILL POINT (2),1987,87.8252871417335,226.51709241376057,5,"(33.45944457319325, -85.82906786118089)"
28175,BROADRIVER (2),1987,65.87337489769389,393.932676202184,52,"(25.499750403335728, -81.0375402956368)"
28183,SO COCONUT (2),1987,62.60077686917543,385.3797929895425,56,"(25.577454429356575, -81.16587165479811)"
28194,TWIN LAKES (2),1987,58.79941622011039,346.5900859570351,41,"(26.14197594839538, -81.3271116746569)"
28230,MARTIN (2),1987,42.890081881203265,381.3124082812892,48,"(25.74075896578282, -80.98136516653423)"
28249,SUGAR (4),1987,50.07824921594863,366.2550509751477,58,"(25.845131713519216, -81.26507295043945)"
28285,P.MOUND (2),1987,28.637676197357138,392.3538815107684,29,"(25.618930736601648, -80.86135687721092)"
28289,ABRAMS MT (2),1987,27.374631058317345,638.830029567933,40,"(38.431870417379386, -78.5322949967171)"
28298,ODUM PT (2),1987,25.131470022886212,224.05308622446012,5,"(33.421703258316285, -85.82488579463072)"
28308,SQUIRREL (2),1987,37.364901900445965,217.0382595218234,5,"(33.185672840581866, -86.09985462695589)"
28326,TOMATO (2),1987,20.196978398463376,406.13160488390554,25,"(25.481854365978457, -80.68529631051497)"
28343,SHARK SLOU (2),1987,18.37816523110712,399.54131975837817,26,"(25.50771397216418, -80.84215799407288)"
28371,BROOKS (2),1987,14.989664621042866,535.934844491352,210,"(37.71549824146014, -80.88390685088223)"
28372,CHATHAM BRANCH (2),1987,14.98819998633697,225.71173211289363,5,"(33.36245994845047, -86.03116439601904)"
28391,ALMOST (2),1987,15.949385636732552,225.50792768470774,5,"(33.443742323734426, -85.82800670235181)"
28422,BLAIR (2),1987,9.0319515574931,360.26089240456116,9,"(35.67559593021599, -83.82715446740819)"
28435,SALT CREEK (2),1987,7.833590040888554,228.76015345188048,5,"(33.508473258454174, -85.79356470780435)"
28439,RAPIDAN (2),1987,7.22759589319914,645.3498998278603,24,"(38.467963971492004, -78.38120642296813)"
28457,RATTLESNAK (2),1987,5.038632561431533,394.04504928130757,17,"(25.56831787024551, -80.90211637638282)"
28472,CATFISH (2),1987,4.857829866107735,399.3595679867687,14,"(25.561687766926052, -80.74919973713027)"
